PeakID (cmd=annotatePeaks.pl PLACseq_anchor2.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
883	chr11	115450001	115500000	+	0	NA	promoter-TSS (NM_177778)	promoter-TSS (NM_177778)	-667	NM_001361594	276905	Mm.38019	NM_177778	ENSMUSG00000057219	Armc7	A630084C13|BC023126	armadillo repeat containing 7	protein-coding
1244	chr3	101250001	101300000	+	0	NA	TTS (NM_013486)	TTS (NM_013486)	12939	NM_013486	12481	Mm.22842	NM_013486	ENSMUSG00000027863	Cd2	LFA-2|Ly-37|Ly37	CD2 antigen	protein-coding
1176	chr14	122850001	122900000	+	0	NA	intron (NR_153443, intron 22 of 24)	intron (NR_153443, intron 22 of 24)	-38030	NR_155286	105245866	Mm.390754	NM_001039531	ENSMUSG00000075463	4930594M22Rik	F930011C10Rik|Gm15735	RIKEN cDNA 4930594M22 gene	ncRNA
366	chr15	56000001	56050000	+	0	NA	Intergenic	RMER17C|LTR|ERVK	-118051	NM_016667	20649	Mm.309425	NM_016667	ENSMUSG00000060429	Sntb1	-	syntrophin, basic 1	protein-coding
292	chr18	35550001	35600000	+	0	NA	intron (NM_010771, intron 2 of 14)	intron (NM_010771, intron 2 of 14)	12842	NM_010771	17184	Mm.215034	NM_010771	ENSMUSG00000037236	Matr3	1110061A14Rik|2810017I02Rik|AI841759|AW555618|D030046F20Rik|mKIAA0723	matrin 3	protein-coding
1545	chr6	95700001	95750000	+	0	NA	Intergenic	Intergenic	-6154	NM_011507	20917	Mm.371585	NM_011507	ENSMUSG00000061838	Suclg2	AF171077|AW556404|D6Wsu120e|G-SCS|GTPSCS|SCS-betaG	succinate-Coenzyme A ligase, GDP-forming, beta subunit	protein-coding
1123	chr14	32150001	32200000	+	0	NA	intron (NM_001033988, intron 7 of 9)	B1_Mur4|SINE|Alu	9211	NM_019744	27057	Mm.371598	NM_019744	ENSMUSG00000056234	Ncoa4	ARA70|Rfg	nuclear receptor coactivator 4	protein-coding
752	chrX	50550001	50600000	+	0	NA	intron (NR_015505, intron 16 of 19)	B3|SINE|B2	37611	NR_131207	102639259	Mm.350898	NR_131207		Gm35612	-	predicted gene, 35612	ncRNA
1687	chr7	104300001	104350000	+	0	NA	TTS (NR_040749)	TTS (NR_040749)	-4471	NM_001243916	434218	Mm.485757	NM_001243916	ENSMUSG00000090215	Trim34b	Gm15134|Trim34-2	tripartite motif-containing 34B	protein-coding
1496	chr6	48700001	48750000	+	0	NA	TTS (NM_146167)	TTS (NM_146167)	6379	NM_146167	231932	Mm.30479	NM_146167	ENSMUSG00000043931	Gimap7	IAN7|Ian3	GTPase, IMAP family member 7	protein-coding
337	chr15	3950001	4000000	+	0	NA	intron (NM_134099, intron 3 of 6)	intron (NM_134099, intron 3 of 6)	4573	NM_134099	106052	Mm.234191	NM_134099	ENSMUSG00000022184	Fbxo4	1700096C12Rik|AI851261|AW494535|Fbx4	F-box protein 4	protein-coding
251	chr1	173600001	173650000	+	0	NA	Intergenic	Lx2|LINE|L1	-5859	NM_175026	236312	Mm.447	NM_175026	ENSMUSG00000043263	Ifi209	4930422C14|AI447904|Ifix|Pyhin-1|Pyhin1	interferon activated gene 209	protein-coding
1277	chr3	136850001	136900000	+	0	NA	intron (NM_001293622, intron 3 of 12)	intron (NM_001293622, intron 3 of 12)	204934	NM_008913	19055	Mm.331389	NM_008913	ENSMUSG00000028161	Ppp3ca	2900074D19Rik|CN|Caln|Calna|CnA	protein phosphatase 3, catalytic subunit, alpha isoform	protein-coding
1746	chr4	47000001	47050000	+	0	NA	intron (NR_151464, intron 13 of 16)	intron (NR_151464, intron 13 of 16)	32306	NM_001356426	75691	Mm.86866	NM_001024136	ENSMUSG00000066191	Anks6	2210417J20Rik|Ankrd14|Gm635|SamCystin|Samd6|b2b1801.1Clo	ankyrin repeat and sterile alpha motif domain containing 6	protein-coding
398	chr15	94200001	94250000	+	0	NA	Intergenic	ORR1C1|LTR|ERVL-MaLR	-22202	NR_045629	328594	Mm.135523	NR_045629		D630010B17Rik	Gm811	RIKEN cDNA D630010B17 gene	ncRNA
787	chrX	150050001	150100000	+	0	NA	Intergenic	MTA_Mm|LTR|ERVL-MaLR	133345	NM_001122735	382244	Mm.359506	NM_001122735	ENSMUSG00000095082	Gm15091	-	predicted gene 15091	protein-coding
868	chr11	103700001	103750000	+	0	NA	non-coding (NR_102388, exon 3 of 3)	non-coding (NR_102388, exon 3 of 3)	24821	NM_011719	22412	Mm.215161	NM_011719	ENSMUSG00000018486	Wnt9b	Wnt14b|Wnt15|clf|clf1|wnt-14b|wnt-15	wingless-type MMTV integration site family, member 9B	protein-coding
1563	chr6	120350001	120400000	+	0	NA	intron (NM_145997, intron 4 of 27)	intron (NM_145997, intron 4 of 27)	-10631	NR_045558	67200	Mm.45767	NM_026028	ENSMUSG00000030177	Ccdc77	2400002C23Rik|2700091N06Rik|AV168274	coiled-coil domain containing 77	protein-coding
1395	chr10	30800001	30850000	+	0	NA	Intergenic	Intergenic	17783	NM_013904	15214	Mm.103573	NM_013904	ENSMUSG00000019789	Hey2	CHF1|Herp1|Hrt2|bHLHb32|hesr2	hairy/enhancer-of-split related with YRPW motif 2	protein-coding
1011	chr13	23550001	23600000	+	0	NA	promoter-TSS (NM_178204)	promoter-TSS (NM_178204)	619	NM_178188	319165	Mm.390553	NM_178188	ENSMUSG00000071478	Hist1h2ad	-	histone cluster 1, H2ad	protein-coding
1677	chr7	84750001	84800000	+	0	NA	intron (NR_038175, intron 4 of 4)	RLTR4_MM-int|LTR|ERV1	-78571	NM_146415	258410	Mm.484702	NM_146415	ENSMUSG00000070460	Olfr291	MOR254-2	olfactory receptor 291	protein-coding
1311	chr8	36150001	36200000	+	0	NA	Intergenic	Intergenic	18990	NR_151736	330738	Mm.128075	NR_151736	ENSMUSG00000109704	Gm38414	A230084N10|Gm45568	predicted gene, 38414	ncRNA
1756	chr4	63100001	63150000	+	0	NA	intron (NM_028327, intron 13 of 14)	intron (NM_028327, intron 13 of 14)	29172	NM_007443	11699	Mm.2197	NM_007443	ENSMUSG00000028356	Ambp	AI194774|ASPI|HI-30|Intin4|Itil|UTI	alpha 1 microglobulin/bikunin precursor	protein-coding
1721	chr4	3700001	3750000	+	0	NA	intron (NM_001111096, intron 1 of 12)	intron (NM_001111096, intron 1 of 12)	10036	NR_028126	70720	Mm.445696	NR_028126		6330407A03Rik	-	RIKEN cDNA 6330407A03 gene	ncRNA
406	chr15	101250001	101300000	+	0	NA	TTS (NM_010444)	TTS (NM_010444)	8154	NM_010444	15370	Mm.119	NM_010444	ENSMUSG00000023034	Nr4a1	GFRP1|Gfrp|Hbr-1|Hbr1|Hmr|N10|NGFI-B|NGFIB|NP10|NUR77-1|NUR77-2|TIS1|TR3|nur77	nuclear receptor subfamily 4, group A, member 1	protein-coding
395	chr15	83050001	83100000	+	0	NA	Intergenic	B4A|SINE|B4	-25205	NM_023475	68607	Mm.30056	NM_023475	ENSMUSG00000058586	Serhl	0610008B10Rik|1110019M09Rik|AU019786	serine hydrolase-like	protein-coding
926	chr9	51900001	51950000	+	0	NA	intron (NR_040731, intron 2 of 2)	intron (NR_040731, intron 2 of 2)	10571	NR_040731	74072	Mm.84915	NR_040731	ENSMUSG00000111836	4933407I05Rik	-	RIKEN cDNA 4933407I05 gene	ncRNA
940	chr9	63800001	63850000	+	0	NA	Intergenic	Intergenic	-67006	NM_016769	17127	Mm.7320	NM_016769	ENSMUSG00000032402	Smad3	AU022421|Madh3	SMAD family member 3	protein-coding
388	chr15	81350001	81400000	+	0	NA	intron (NM_133726, intron 7 of 11)	intron (NM_133726, intron 7 of 11)	-14235	NM_011399	20524	Mm.222536	NM_011399	ENSMUSG00000022404	Slc25a17	34kDa|47kDa|PMP34|Pmp47	solute carrier family 25 (mitochondrial carrier, peroxisomal membrane protein), member 17	protein-coding
385	chr15	76850001	76900000	+	0	NA	Intergenic	(TG)n|Simple_repeat|Simple_repeat	-3565	NM_001007568	71591	Mm.38195	NM_001007568	ENSMUSG00000022526	Zfp251	9130001M19Rik|AV339307	zinc finger protein 251	protein-coding
145	chr1	46900001	46950000	+	0	NA	intron (NM_001356417, intron 1 of 10)	(TG)n|Simple_repeat|Simple_repeat	776	NM_001356417	227059	Mm.233889	NM_172653	ENSMUSG00000025986	Slc39a10	2900042E17Rik|5430433I10|Zip10|mKIAA1265	solute carrier family 39 (zinc transporter), member 10	protein-coding
486	chr16	93850001	93900000	+	0	NA	3' UTR (NM_001045529, exon 17 of 17)	3' UTR (NM_001045529, exon 17 of 17)	-8901	NM_028083	110749	Mm.274222	NM_028083	ENSMUSG00000022945	Chaf1b	2600017H24Rik|C76145|CAF-I p60|CAF-Ip60|CAF1|CAF1A|CAF1P60|MPHOSPH7	chromatin assembly factor 1, subunit B (p60)	protein-coding
235	chr1	156650001	156700000	+	0	NA	promoter-TSS (NM_023141)	promoter-TSS (NM_023141)	-661	NM_023141	30935	Mm.206737	NM_023141	ENSMUSG00000060519	Tor3a	Adir	torsin family 3, member A	protein-coding
1595	chr6	145750001	145800000	+	0	NA	intron (NM_027760, intron 1 of 4)	L1MA4A|LINE|L1	28213	NM_027760	71323	Mm.158669	NM_027760	ENSMUSG00000030259	Rassf8	5133400D11Rik|AA815821|AW123240|Hoj1|mHoj-1	Ras association (RalGDS/AF-6) domain family (N-terminal) member 8	protein-coding
1842	chr5	54100001	54150000	+	0	NA	Intergenic	Intergenic	126477	NM_001081103	116873	Mm.265985	NM_054083	ENSMUSG00000039156	Stim2	-	stromal interaction molecule 2	protein-coding
565	chr12	107950001	108000000	+	0	NA	intron (NM_001079883, intron 2 of 3)	A-rich|Low_complexity|Low_complexity	28414	NM_021399	58208	Mm.392694	NM_021399	ENSMUSG00000048251	Bcl11b	9130430L19Rik|AI604821|B630002E05Rik|BCL-11B|Ctip2|Rit1	B cell leukemia/lymphoma 11B	protein-coding
1604	chr7	6150001	6200000	+	0	NA	intron (NM_001146024, intron 2 of 4)	intron (NM_001146024, intron 2 of 4)	2487	NM_001146024	72667	Mm.274089	NM_028316	ENSMUSG00000044876	Zfp444	2810031J10Rik|6230401O10Rik|mFLJ00134	zinc finger protein 444	protein-coding
1119	chr14	26250001	26300000	+	0	NA	Intergenic	L1_Mus1|LINE|L1	12554	NM_001177538	100039227	Mm.428840	NM_001177538	ENSMUSG00000072675	Duxbl2	Gm10394	double homeobox B-like 2	protein-coding
597	chr2	18700001	18750000	+	0	NA	intron (NM_001001334, intron 4 of 10)	MLT1G1|LTR|ERVL-MaLR	25978	NM_001001334	381350	Mm.330024	NM_001001334	ENSMUSG00000037708	Spag6	Spag6l	sperm associated antigen 6	protein-coding
483	chr16	92200001	92250000	+	0	NA	Intergenic	Intergenic	-67389	NM_134110	246133	Mm.156736	NM_134110	ENSMUSG00000039672	Kcne2	2200002I16Rik|AW048273|MiRP1	potassium voltage-gated channel, Isk-related subfamily, gene 2	protein-coding
994	chr9	121950001	122000000	+	0	NA	intron (NM_001199927, intron 2 of 4)	intron (NM_001199927, intron 2 of 4)	21026	NM_001289560	215494	Mm.402151	NM_153540	ENSMUSG00000066235	Pomgnt2	Ago61|C85492|Gtdc2	protein O-linked mannose beta 1,4-N-acetylglucosaminyltransferase 2	protein-coding
1175	chr14	122100001	122150000	+	0	NA	intron (NM_080556, intron 2 of 16)	intron (NM_080556, intron 2 of 16)	17918	NM_080556	68059	Mm.275191	NM_080556	ENSMUSG00000025544	Tm9sf2	1500001N15Rik|AA536814|D14Ertd64e|P76	transmembrane 9 superfamily member 2	protein-coding
526	chr12	54550001	54600000	+	0	NA	Intergenic	L1Md_F2|LINE|L1	71012	NR_035439	100316682		NR_035439	ENSMUSG00000106344	Mir1892	Mirn1892|mir-1892|mmu-mir-1892	microRNA 1892	ncRNA
196	chr1	93300001	93350000	+	0	NA	intron (NM_080850, intron 8 of 17)	intron (NM_080850, intron 8 of 17)	17788	NM_080850	269224	Mm.379454	NM_080850	ENSMUSG00000026274	Pask	mKIAA0135	PAS domain containing serine/threonine kinase	protein-coding
638	chr2	62350001	62400000	+	0	NA	intron (NM_001159543, intron 8 of 24)	intron (NM_001159543, intron 8 of 24)	37231	NM_001159543	13482	Mm.1151	NM_010074	ENSMUSG00000035000	Dpp4	Cd26|Dpp-4|THAM	dipeptidylpeptidase 4	protein-coding
1237	chr3	95450001	95500000	+	0	NA	intron (NM_009709, intron 6 of 20)	intron (NM_009709, intron 6 of 20)	-24210	NM_007802	13038	Mm.272085	NM_007802	ENSMUSG00000028111	Ctsk	AI323530|MMS10-Q|Ms10q|catK	cathepsin K	protein-coding
904	chr9	25000001	25050000	+	0	NA	Intergenic	Intergenic	50792	NR_153861	102631612	Mm.410759	NR_153861		E130101E03Rik	-	RIKEN cDNA E130101E03 gene	ncRNA
1213	chr3	63900001	63950000	+	0	NA	intron (NM_001357824, intron 3 of 4)	intron (NM_001357824, intron 3 of 4)	3798	NM_001357824	329659	Mm.39342	NM_177856	ENSMUSG00000048581	E130311K13Rik	-	RIKEN cDNA E130311K13 gene	protein-coding
1597	chr6	146250001	146300000	+	0	NA	intron (NM_019923, intron 37 of 56)	intron (NM_019923, intron 37 of 56)	227223	NM_010586	16439	Mm.7800	NM_010586	ENSMUSG00000030287	Itpr2	AI649341|InsP3R-2|InsP3R-5|Ip3r2|Itpr5|insP3R2	inositol 1,4,5-triphosphate receptor 2	protein-coding
1127	chr14	42450001	42500000	+	0	NA	Intergenic	RLTR11B|LTR|ERVK	-214952	NR_105055	101056136	Mm.489000	NR_105055	ENSMUSG00000092152	Gm17026	-	predicted gene 17026	ncRNA
227	chr1	151700001	151750000	+	0	NA	Intergenic	Intergenic	29727	NR_151474	102640772		NR_151473	ENSMUSG00000100594	2810414N06Rik	-	RIKEN cDNA 2810414N06 gene	ncRNA
114	chr17	86850001	86900000	+	0	NA	Intergenic	MLTR14|LTR|ERV1	-42348	NM_001277980	78469	Mm.67234	NM_030104	ENSMUSG00000037689	Tmem247	1700090G07Rik	transmembrane protein 247	protein-coding
1107	chr14	5600001	5650000	+	0	NA	Intergenic	Intergenic	108721	NM_001242941	666329	Mm.429277	NM_001242941		Gm3317	100041401	predicted gene 3317	protein-coding
1206	chr3	59200001	59250000	+	0	NA	intron (NM_001357010, intron 1 of 3)	intron (NM_001357010, intron 1 of 3)	-14118	NM_028808	74191	Mm.90067	NM_028808	ENSMUSG00000036362	P2ry13	2010001L06Rik|GPCR1|GPR94|Gpr86|P2Y13|P2yr13|SP174	purinergic receptor P2Y, G-protein coupled 13	protein-coding
456	chr16	45600001	45650000	+	0	NA	Intergenic	Intergenic	14560	NM_008099	14525	Mm.4799	NM_008099	ENSMUSG00000022659	Gcsam	Gcet|Gcet2|M17|M17-L	germinal center associated, signaling and motility	protein-coding
407	chr15	103250001	103300000	+	0	NA	intron (NM_001357748, intron 1 of 8)	intron (NM_001357748, intron 1 of 8)	2112	NM_001357748	56447	Mm.29473	NM_019817	ENSMUSG00000060992	Copz1	5930435A22Rik|AA407760|D4Ertd360e	coatomer protein complex, subunit zeta 1	protein-coding
520	chr12	35750001	35800000	+	0	NA	Intergenic	Intergenic	-79882	NR_045050	71581	Mm.100110	NR_045050	ENSMUSG00000113985	9130015A21Rik	100043575|Gm4527	RIKEN cDNA 9130015A21 gene	ncRNA
647	chr2	74650001	74700000	+	0	NA	promoter-TSS (NM_008274)	promoter-TSS (NM_008274)	-13	NM_008274	15432	Mm.57124	NM_008274	ENSMUSG00000001823	Hoxd12	Hox-4.7|Hox-5.6	homeobox D12	protein-coding
1844	chr5	63750001	63800000	+	0	NA	intron (NM_177006, intron 3 of 6)	intron (NM_177006, intron 3 of 6)	-37495	NM_029554	76261	Mm.38143	NM_029554	ENSMUSG00000060512	0610040J01Rik	AI662686	RIKEN cDNA 0610040J01 gene	protein-coding
1666	chr7	76350001	76400000	+	0	NA	intron (NM_001199224, intron 5 of 22)	intron (NM_001199224, intron 5 of 22)	145113	NM_001199224	244071	Mm.322829	NM_172902	ENSMUSG00000025754	Agbl1	Ccp4|D430020F16|EG244071|Nna1-l1	ATP/GTP binding protein-like 1	protein-coding
674	chr2	122550001	122600000	+	0	NA	Intergenic	B2_Mm2|SINE|B2	36277	NM_025961	67092	Mm.29975	NM_025961	ENSMUSG00000027199	Gatm	1810003P21Rik|AI314789|AT	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	protein-coding
1520	chr6	67100001	67150000	+	0	NA	Intergenic	Intergenic	-87593	NM_007836	13197	Mm.72235	NM_007836	ENSMUSG00000036390	Gadd45a	AA545191|Ddit1|GADD45	growth arrest and DNA-damage-inducible 45 alpha	protein-coding
1055	chr13	63350001	63400000	+	0	NA	intron (NM_001042673, intron 4 of 15)	intron (NM_001042673, intron 4 of 15)	56745	NM_007985	14088	Mm.126106	NM_007985	ENSMUSG00000021461	Fancc	Facc	Fanconi anemia, complementation group C	protein-coding
496	chr12	12300001	12350000	+	0	NA	intron (NM_029758, intron 3 of 12)	intron (NM_029758, intron 3 of 12)	62823	NM_029758	76820	Mm.440802	NM_029758	ENSMUSG00000020589	Fam49a	2410157M17Rik|9630047E15|D12Ertd553e	family with sequence similarity 49, member A	protein-coding
169	chr1	66800001	66850000	+	0	NA	Intergenic	Intergenic	-7405	NM_001357156	68691	Mm.240912	NM_177645	ENSMUSG00000026004	Kansl1l	1110028C15Rik|1190030G24|AI427598|C430010P07Rik|mKIAA4189	KAT8 regulatory NSL complex subunit 1-like	protein-coding
1576	chr6	130550001	130600000	+	0	NA	Intergenic	(TA)n|Simple_repeat|Simple_repeat	-188126	NM_016659	16627	Mm.24399	NM_016659	ENSMUSG00000079853	Klra1	A1|CH29-493D4.3|Klra22|Ly49a|Ly49o<129>|Ly49v	killer cell lectin-like receptor, subfamily A, member 1	protein-coding
1103	chr14	5000001	5050000	+	0	NA	Intergenic	Intergenic	-25629	NM_175393	108978	Mm.396152	NM_175393	ENSMUSG00000096197	4930555G01Rik	-	RIKEN cDNA 4930555G01 gene	protein-coding
1408	chr10	42250001	42300000	+	0	NA	exon (NM_019740, exon 2 of 4)	exon (NM_019740, exon 2 of 4)	1742	NM_019740	56484	Mm.338613	NM_019740	ENSMUSG00000048756	Foxo3	1110048B16Rik|2010203A17Rik|C76856|FKHRL1|Fkhr2|Foxo3a	forkhead box O3	protein-coding
423	chr16	21400001	21450000	+	0	NA	intron (NM_001285894, intron 1 of 45)	B1_Mur4|SINE|Alu	1882	NM_001285893	209018	Mm.235683	NM_145948	ENSMUSG00000033653	Vps8	AI315068|AU040738|mKIAA0804	VPS8 CORVET complex subunit	protein-coding
1784	chr4	123500001	123550000	+	0	NA	intron (NM_001199136, intron 5 of 97)	RSINE1|SINE|B4	-91420	NR_105824	102465214		NR_105824	ENSMUSG00000099005	Mir6398	Gm27657|mmu-mir-6398	microRNA 6398	ncRNA
848	chr11	78800001	78850000	+	0	NA	Intergenic	Intergenic	-1595	NM_001076681	66274	Mm.258932	NM_001076681	ENSMUSG00000072640	Lyrm9	1810012P15Rik	LYR motif containing 9	protein-coding
495	chr12	12250001	12300000	+	0	NA	intron (NM_001146119, intron 1 of 11)	L2a|LINE|L2	12823	NM_029758	76820	Mm.440802	NM_029758	ENSMUSG00000020589	Fam49a	2410157M17Rik|9630047E15|D12Ertd553e	family with sequence similarity 49, member A	protein-coding
168	chr1	64950001	65000000	+	0	NA	Intergenic	Intergenic	-18176	NM_001039493	241075	Mm.239534	NM_175509	ENSMUSG00000051344	Plekhm3	9430067K14Rik|A230102O09Rik|AI449570|DAPR|Plekhm1l	pleckstrin homology domain containing, family M, member 3	protein-coding
117	chr1	6200001	6250000	+	0	NA	intron (NM_009826, intron 1 of 23)	MER21B|LTR|ERVL	10338	NM_009826	12421	Mm.293811	NM_009826	ENSMUSG00000025907	Rb1cc1	2900055E04Rik|5930404L04Rik|Cc1|FIP200|LaXp180	RB1-inducible coiled-coil 1	protein-coding
1705	chr7	125600001	125650000	+	0	NA	intron (NM_021887, intron 2 of 8)	intron (NM_021887, intron 2 of 8)	21571	NM_021887	60504	Mm.155643	NM_021887	ENSMUSG00000030745	Il21r	NILR	interleukin 21 receptor	protein-coding
562	chr12	102700001	102750000	+	0	NA	Intergenic	RSINE1|SINE|B4	18661	NM_022323	64113	Mm.291222	NM_022323	ENSMUSG00000096458	Moap1	AA987038|Map-1|Pnma4	modulator of apoptosis 1	protein-coding
699	chr2	164100001	164150000	+	0	NA	intron (NM_021420, intron 10 of 10)	intron (NM_021420, intron 10 of 10)	46113	NM_008435	16538	Mm.6217	NM_008435	ENSMUSG00000040164	Kcns1	Kv9.1	K+ voltage-gated channel, subfamily S, 1	protein-coding
203	chr1	106350001	106400000	+	0	NA	intron (NM_133821, intron 12 of 16)	Lx7|LINE|L1	171631	NR_106164	102466254		NR_106164	ENSMUSG00000098344	Mir3473f	Gm27846|mmu-mir-3473f	microRNA 3473f	ncRNA
1321	chr8	71100001	71150000	+	0	NA	Intergenic	Intergenic	-15369	NM_001324526	665858	Mm.411658	NM_001324526		Gm7827	EG665858	predicted gene 7827	protein-coding
1102	chr14	3700001	3750000	+	0	NA	intron (NM_001270806, intron 4 of 4).2	L1Md_F2|LINE|L1	-18493	NR_038059	73549	Mm.398741	NR_038059	ENSMUSG00000079407	1700110I01Rik	100040740|1700016F01Rik|Gm2938	RIKEN cDNA 1700110I01 gene	ncRNA
362	chr15	53300001	53350000	+	0	NA	intron (NM_010162, intron 1 of 10)	intron (NM_010162, intron 1 of 10)	21183	NM_010162	14042	Mm.309395	NM_010162	ENSMUSG00000061731	Ext1	AA409028	exostoses (multiple) 1	protein-coding
902	chr9	23200001	23250000	+	0	NA	intron (NM_028472, intron 2 of 14)	intron (NM_028472, intron 2 of 14)	1924	NM_028472	73230	Mm.335020	NM_028472	ENSMUSG00000031963	Bmper	3110056H04Rik|CV-2|Crim3|Cv2	BMP-binding endothelial regulator	protein-coding
1187	chr3	30950001	31000000	+	0	NA	Intergenic	Intergenic	-5585	NM_153421	241915	Mm.233173	NM_153421	ENSMUSG00000037652	Phc3	E030046K01Rik|Edr3|Hph3	polyhomeotic 3	protein-coding
1719	chr7	143700001	143750000	+	0	NA	intron (NM_024289, intron 1 of 21)	intron (NM_024289, intron 1 of 21)	15360	NM_001199227	79196	Mm.21199	NM_024289	ENSMUSG00000037606	Osbpl5	1110006M06Rik|AI462538|ORP5|Obph1|Osbp2	oxysterol binding protein-like 5	protein-coding
382	chr15	66450001	66500000	+	0	NA	intron (NM_019457, intron 3 of 11)	RMER5|LTR|ERV1	25910	NM_019457	54562	Mm.244890	NM_019457	ENSMUSG00000022375	Lrrc6	LRTP	leucine rich repeat containing 6 (testis)	protein-coding
754	chrX	53250001	53300000	+	0	NA	intron (NR_153099, intron 1 of 9)	intron (NR_153099, intron 1 of 9)	1576	NR_153100	73866	Mm.84527	NM_028671	ENSMUSG00000036013	Fam122c	4930432H15Rik|4930527G05Rik	family with sequence similarity 122, member C	protein-coding
1863	chr5	89650001	89700000	+	0	NA	3' UTR (NM_177872, exon 22 of 22)	3' UTR (NM_177872, exon 22 of 22)	58564	NR_037571	631105	Mm.7732	NR_037571		Gm7056	Gm149	predicted gene 7056	ncRNA
36	chr19	47150001	47200000	+	0	NA	Intergenic	B4A|SINE|B4	-3820	NM_021360	18011	Mm.313651	NM_021360	ENSMUSG00000006435	Neurl1a	2410129E16Rik|AI450910|AI481072|Neu1|Neur1|Neurl|Neurl1|Nlz|Rnf67	neuralized E3 ubiquitin protein ligase 1A	protein-coding
774	chrX	103950001	104000000	+	0	NA	intron (NM_001358205, intron 2 of 4)	B2_Mm1t|SINE|B2	6285	NM_011276	19820	Mm.427762	NM_011276	ENSMUSG00000056537	Rlim	AL022832|AW743871|Ha1r|Rlim1|Rnf12	ring finger protein, LIM domain interacting	protein-coding
632	chr2	59450001	59500000	+	0	NA	Intergenic	B1_Mur4|SINE|Alu	-9653	NM_029723	76747	Mm.275769	NM_029723	ENSMUSG00000026989	Dapl1	2310032F03Rik|EEDA	death associated protein-like 1	protein-coding
1385	chr10	21300001	21350000	+	0	NA	intron (NR_045352, intron 1 of 3)	intron (NR_045352, intron 1 of 3)	17055	NR_045352	73990	Mm.399240	NR_045352	ENSMUSG00000112654	4930455C13Rik	-	RIKEN cDNA 4930455C13 gene	ncRNA
594	chr2	19300001	19350000	+	0	NA	Intergenic	Intergenic	-19317	NR_126563	108871	Mm.107666	NR_126563		4930447M23Rik	-	RIKEN cDNA 4930447M23 gene	ncRNA
1584	chr6	135350001	135400000	+	0	NA	intron (NM_001288627, intron 1 of 4)	intron (NM_001288627, intron 1 of 4)	7507	NM_001288627	13730	Mm.182785	NM_010128	ENSMUSG00000030208	Emp1	I-8-09|TMP	epithelial membrane protein 1	protein-coding
642	chr2	71100001	71150000	+	0	NA	intron (NM_028593, intron 1 of 3)	B1_Mur1|SINE|Alu	6946	NM_028593	73649	Mm.45435	NM_028593	ENSMUSG00000027015	Cybrd1	2210407P13Rik|Dcytb	cytochrome b reductase 1	protein-coding
1428	chr10	71350001	71400000	+	0	NA	intron (NM_027184, intron 4 of 5)	T-rich|Low_complexity|Low_complexity	27237	NM_027184	69718	Mm.245867	NM_027184	ENSMUSG00000060733	Ipmk	2410017C19Rik|AA408208|Impk	inositol polyphosphate multikinase	protein-coding
1855	chr5	74250001	74300000	+	0	NA	intron (NM_001114660, intron 5 of 8)	B3|SINE|B2	79674	NM_026878	68939	Mm.293316	NM_026878	ENSMUSG00000049907	Rasl11b	1190017B18Rik	RAS-like, family 11, member B	protein-coding
12	chr19	15000001	15050000	+	0	NA	Intergenic	Intergenic	-426817	NM_001302947	21888	Mm.103638	NM_011600	ENSMUSG00000024642	Tle4	5730411M05Rik|AA792082|Bce-1|Bce1|ESTM13|ESTM14|Grg4|X83332|X83333|grg-4	transducin-like enhancer of split 4	protein-coding
1050	chr13	55200001	55250000	+	0	NA	intron (NM_008739, intron 2 of 22)	B1_Mur4|SINE|Alu	15218	NM_008739	18193	Mm.168965	NM_008739	ENSMUSG00000021488	Nsd1	AI528500|KMT3B	nuclear receptor-binding SET-domain protein 1	protein-coding
1202	chr3	52950001	53000000	+	0	NA	Intergenic	Intergenic	42223	NM_026225	67542	Mm.249548	NM_026225	ENSMUSG00000027742	Cog6	4933405E16Rik|AU018618|mKIAA1134	component of oligomeric golgi complex 6	protein-coding
489	chr16	95300001	95350000	+	0	NA	Intergenic	Lx7|LINE|L1	-65298	NR_153766	102633941	Mm.384086	NR_153766		Gm31641	-	predicted gene, 31641	ncRNA
1512	chr6	58800001	58850000	+	0	NA	Intergenic	MMERGLN-int|LTR|ERV1	-6465	NM_001361966	73998	Mm.191892	NM_028705	ENSMUSG00000029804	Herc3	5730409F18Rik|AI646603|mKIAA0032	hect domain and RLD 3	protein-coding
984	chr9	113900001	113950000	+	0	NA	Intergenic	MLT1F-int|LTR|ERVL-MaLR	-5934	NM_001083319	22221	Mm.28052	NM_013699	ENSMUSG00000009741	Ubp1	Cp2b|LBP-1a|LBP-1b|NF2d9	upstream binding protein 1	protein-coding
781	chrX	134900001	134950000	+	0	NA	Intergenic	Intergenic	38897	NM_001289736	83454	Mm.103155	NM_031259	ENSMUSG00000009941	Nxf2	4930455N06Rik|Nxf-b	nuclear RNA export factor 2	protein-coding
1693	chr7	111000001	111050000	+	0	NA	Intergenic	Intergenic	-3951	NM_009431	22083	Mm.255858	NM_009431	ENSMUSG00000005609	Ctr9	AA409336|Sh2bp1|Tsbp|Tsp|mKIAA0155	CTR9 homolog, Paf1/RNA polymerase II complex component	protein-coding
