PeakID (cmd=annotatePeaks.pl PLACseq_anchor1.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
598	chr2	18350001	18400000	+	0	NA	intron (NM_007869, intron 1 of 11)	intron (NM_007869, intron 1 of 11)	17830	NM_001190817	13418	Mm.246674	NM_007869	ENSMUSG00000026740	Dnajc1	4733401K02Rik|AA960110|D230036H06Rik|Dnajl1|ERdj1|ERj1p|MTJ1	DnaJ heat shock protein family (Hsp40) member C1	protein-coding
676	chr2	127850001	127900000	+	0	NA	intron (NM_028765, intron 4 of 17)	intron (NM_028765, intron 4 of 17)	20372	NM_028765	74121	Mm.244835	NM_028765	ENSMUSG00000027380	Acoxl	1200014P05Rik|AV025673	acyl-Coenzyme A oxidase-like	protein-coding
906	chr9	25150001	25200000	+	0	NA	Intergenic	Intergenic	-23219	NM_020586	80517	Mm.142843	NM_020586	ENSMUSG00000008429	Herpud2	5031400M07Rik|AB041580	HERPUD family member 2	protein-coding
1552	chr6	100650001	100700000	+	0	NA	Intergenic	Lx6|LINE|L1	-3843	NM_181590	72171	Mm.256022	NM_181590	ENSMUSG00000035378	Shq1	2810403P18Rik|Grim-1	SHQ1 homolog (S. cerevisiae)	protein-coding
1171	chr14	120250001	120300000	+	0	NA	promoter-TSS (NM_001360378)	promoter-TSS (NM_001360378)	-669	NM_175341	105559	Mm.238266	NM_175341	ENSMUSG00000022139	Mbnl2	1110002M11Rik|AI047808|AI837313|AI849185|AL118326|MBLL|R75232|mKIAA4072	muscleblind like splicing factor 2	protein-coding
372	chr15	58950001	59000000	+	0	NA	intron (NM_001146180, intron 3 of 13)	intron (NM_001146180, intron 3 of 13)	41199	NM_001364808	66218	Mm.322294	NM_023172	ENSMUSG00000022354	Ndufb9	1190008J14Rik|CI-B22	NADH:ubiquinone oxidoreductase subunit B9	protein-coding
1661	chr7	67750001	67800000	+	0	NA	Intergenic	Intergenic	-15258	NM_201639	233335	Mm.60526	NM_183312	ENSMUSG00000030554	Synm	4930412K21Rik|AI852401|Dmn|E130104F11|Syn|Synemin	synemin, intermediate filament protein	protein-coding
1285	chr3	145900001	145950000	+	0	NA	intron (NM_009740, intron 1 of 2)	intron (NM_009740, intron 1 of 2)	738	NM_009740	12042	Mm.239141	NM_009740	ENSMUSG00000028191	Bcl10	AI132454|BCL-10|C81403|CARMEN|CIPER|CLAP|ME10|cE10	B cell leukemia/lymphoma 10	protein-coding
1505	chr6	51550001	51600000	+	0	NA	intron (NM_001361582, intron 3 of 7)	intron (NM_001361582, intron 3 of 7)	29707	NM_001361577	71982	Mm.294166	NM_028035	ENSMUSG00000038301	Snx10	2410004M09Rik	sorting nexin 10	protein-coding
1360	chr8	127550001	127600000	+	0	NA	intron (NM_001363431, intron 22 of 24)	MER104|DNA|TcMar-Tc2	275388	NM_001013581	93742	Mm.299254	NM_033620	ENSMUSG00000025812	Pard3	AA960621|AI256638|Asip|D8Ertd580e|Par-3|Par3|Pard-3|Pard3a|Phip	par-3 family cell polarity regulator	protein-coding
1544	chr6	94500001	94550000	+	0	NA	intron (NM_026255, intron 3 of 9)	intron (NM_026255, intron 3 of 9)	24686	NM_026255	67582	Mm.280725	NM_026255	ENSMUSG00000045100	Slc25a26	4930433D19Rik|4933433F13Rik|AW557176|D6Bwg0781e|Slc25a6	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 26	protein-coding
1813	chr4	155050001	155100000	+	0	NA	exon (NM_001362981, exon 8 of 8)	exon (NM_001362981, exon 8 of 8)	7970	NM_001042407	668173	Mm.133114	NM_001042407	ENSMUSG00000029047	Pex10	AV128229|Gm142	peroxisomal biogenesis factor 10	protein-coding
961	chr9	86500001	86550000	+	0	NA	intron (NM_177208, intron 24 of 38)	intron (NM_177208, intron 24 of 38)	46842	NM_028352	109785	Mm.390201	NM_028352	ENSMUSG00000056131	Pgm3	2810473H05Rik|Agm1|BB187688|C77933|PAGM|Pgm-3	phosphoglucomutase 3	protein-coding
215	chr1	134200001	134250000	+	0	NA	intron (NM_001291930, intron 1 of 1)	intron (NM_001291930, intron 1 of 1)	9856	NM_001291928	11539	Mm.298908	NM_009629	ENSMUSG00000042429	Adora1	A1-AR|A1AR|A1R|AA1R|AI848715|ARA1|BB176431|Ri	adenosine A1 receptor	protein-coding
436	chr16	30350001	30400000	+	0	NA	intron (NM_001128096, intron 2 of 33)	ID_B1|SINE|B4	13530	NM_001128096	224088	Mm.8924	NM_001128094	ENSMUSG00000022533	Atp13a3	AU022875|Gm1745|Gm541|Gm542	ATPase type 13A3	protein-coding
1369	chr10	7450001	7500000	+	0	NA	Intergenic	MMERGLN-int|LTR|ERV1	-1523	NM_029975	77777	Mm.442442	NM_029975	ENSMUSG00000079685	Ulbp1	A430108B07Rik|MULT1	UL16 binding protein 1	protein-coding
1342	chr8	105150001	105200000	+	0	NA	intron (NM_001161456, intron 2 of 4)	B1_Mur3|SINE|Alu	4326	NM_022309	12400	Mm.2018	NM_022309	ENSMUSG00000031885	Cbfb	AI893578|PEA2|PEBP2b|Pebp2|Pebpb2	core binding factor beta	protein-coding
1743	chr4	43300001	43350000	+	0	NA	intron (NM_177195, intron 12 of 28)	intron (NM_177195, intron 12 of 28)	-56982	NM_001037709	100213	Mm.235730	NM_199057	ENSMUSG00000035969	Rusc2	AI840675|mKIAA0375	RUN and SH3 domain containing 2	protein-coding
1022	chr13	32900001	32950000	+	0	NA	Intergenic	Intergenic	-26860	NM_173051	380839	Mm.250802	NM_173051	ENSMUSG00000079049	Serpinb1c	EIC|ovalbumin	serine (or cysteine) peptidase inhibitor, clade B, member 1c	protein-coding
1186	chr3	28150001	28200000	+	0	NA	Intergenic	ID_B1|SINE|B4	-88214	NM_001163008	665113	Mm.126193	NM_026910	ENSMUSG00000027692	Tnik	1500031A17Rik|4831440I19Rik|AI451411|C530008O15Rik|C630040K21Rik	TRAF2 and NCK interacting kinase	protein-coding
1679	chr7	89150001	89200000	+	0	NA	intron (NM_001360745, intron 5 of 13)	intron (NM_001360745, intron 5 of 13)	163787	NM_001360745	72759	Mm.208477	NM_028343	ENSMUSG00000039428	Tmem135	2810439K08Rik|AW319712|PMP52	transmembrane protein 135	protein-coding
720	chr2	177850001	177900000	+	0	NA	Intergenic	B4A|SINE|B4	-22163	NR_038101	665205	Mm.440737	NR_038101		Gm14327	-	predicted gene 14327	pseudo
694	chr2	157600001	157650000	+	0	NA	Intergenic	Intergenic	-58639	NM_001355426	53619	Mm.480461	NM_016916	ENSMUSG00000067787	Blcap	AI462828|Bc10	bladder cancer associated protein	protein-coding
618	chr2	36000001	36050000	+	0	NA	Intergenic	Intergenic	24338	NM_026703	68375	Mm.19834	NM_026703	ENSMUSG00000026895	Ndufa8	0610033L03Rik|AW261656|CI-19kD|CI-PGIV	NADH:ubiquinone oxidoreductase subunit A8	protein-coding
1804	chr4	145750001	145800000	+	0	NA	Intergenic	Intergenic	-6543	NM_001083918	666532	Mm.392861	NM_001083918	ENSMUSG00000067916	Zfp991	Gm13139	zinc finger protein 991	protein-coding
233	chr1	153850001	153900000	+	0	NA	exon (NM_001008426, exon 1 of 1)	exon (NM_001008426, exon 1 of 1)	655	NM_001008426	433365	Mm.229362	NM_001008426	ENSMUSG00000043282	Teddm1b	EG433365|Gm5531	transmembrane epididymal protein 1B	protein-coding
467	chr16	57200001	57250000	+	0	NA	intron (NM_001358433, intron 1 of 18)	intron (NM_001358433, intron 1 of 18)	6466	NM_001358433	67581	Mm.257819	NM_026254	ENSMUSG00000022749	Tbc1d23	4930451A13Rik|AU015720|AU043671|AU043778|D030022P07Rik|W51689	TBC1 domain family, member 23	protein-coding
208	chr1	127200001	127250000	+	0	NA	intron (NM_145128, intron 1 of 17)	ID_B1|SINE|B4	20014	NM_145128	107895	Mm.214682	NM_145128	ENSMUSG00000036155	Mgat5	4930471A21Rik|5330407H02Rik|AI480971|GlcNAc-TV	mannoside acetylglucosaminyltransferase 5	protein-coding
842	chr11	74900001	74950000	+	0	NA	promoter-TSS (NM_001002764)	promoter-TSS (NM_001002764)	-854	NM_001002764	103677	Mm.288460	NM_001002764	ENSMUSG00000038290	Smg6	AI317223|AU041178	Smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans)	protein-coding
532	chr12	70100001	70150000	+	0	NA	Intergenic	Intergenic	-12965	NM_001286080	18080	Mm.244047	NM_008697	ENSMUSG00000021068	Nin	3110068G20Rik|AI385615|AU024711|mKIAA1565	ninein	protein-coding
905	chr9	25100001	25150000	+	0	NA	exon (NM_020586, exon 4 of 8)	exon (NM_020586, exon 4 of 8)	26781	NM_020586	80517	Mm.142843	NM_020586	ENSMUSG00000008429	Herpud2	5031400M07Rik|AB041580	HERPUD family member 2	protein-coding
1566	chr6	122000001	122050000	+	0	NA	exon (NM_008646, exon 8 of 35)	exon (NM_008646, exon 8 of 35)	18202	NM_008646	17837	Mm.479223	NM_008646	ENSMUSG00000030131	Mug2	Cpamd8	murinoglobulin 2	protein-coding
338	chr15	3250001	3300000	+	0	NA	intron (NM_001042613, intron 2 of 4)	intron (NM_001042613, intron 2 of 4)	4023	NM_009155	20363	Mm.392203	NM_009155	ENSMUSG00000064373	Selenop	AU018766|D15Ucla1|Se-P|Sepp1|selp	selenoprotein P	protein-coding
117	chr1	4850001	4900000	+	0	NA	intron (NM_011541, intron 2 of 9)	Lx7|LINE|L1	16672	NM_001159751	21399	Mm.207263	NM_011541	ENSMUSG00000033813	Tcea1	S-II	transcription elongation factor A (SII) 1	protein-coding
1057	chr13	63650001	63700000	+	0	NA	TTS (NR_126476)	TTS (NR_126476)	59298	NR_126476	75522	Mm.54259	NR_126476	ENSMUSG00000113825	1700024I08Rik	-	RIKEN cDNA 1700024I08 gene	ncRNA
316	chr18	66400001	66450000	+	0	NA	Intergenic	ID_B1|SINE|B4	-33604	NM_021451	58801	Mm.271878	NM_021451	ENSMUSG00000024521	Pmaip1	Noxa	phorbol-12-myristate-13-acetate-induced protein 1	protein-coding
1353	chr8	116450001	116500000	+	0	NA	Intergenic	MTE2b|LTR|ERVL-MaLR	-30015	NM_029297	75465	Mm.23114	NM_029297	ENSMUSG00000034467	Dynlrb2	1700009A04Rik|DNLC2B|Dncl2b	dynein light chain roadblock-type 2	protein-coding
635	chr2	59500001	59550000	+	0	NA	Intergenic	RMER20B|LTR|ERVK	40347	NM_029723	76747	Mm.275769	NM_029723	ENSMUSG00000026989	Dapl1	2310032F03Rik|EEDA	death associated protein-like 1	protein-coding
558	chr12	100150001	100200000	+	0	NA	Intergenic	Intergenic	-12968	NR_045282	100038378	Mm.387075	NR_045282	ENSMUSG00000072884	Gm10433	-	predicted gene 10433	ncRNA
1756	chr4	62850001	62900000	+	0	NA	Intergenic	Intergenic	-90567	NM_001369115	72701	Mm.26479	NM_028326	ENSMUSG00000028358	Zfp618	2810031P15Rik|2810040O04Rik|AI415580|AI505139|D430033D05Rik|Nedd10|Znf618|bM257P7.1	zinc finger protein 618	protein-coding
770	chrX	101500001	101550000	+	0	NA	Intergenic	MYSERV16_I-int|LTR|ERVK	-7735	NM_001290729	270627	Mm.261750	NM_001081008	ENSMUSG00000031314	Taf1	AU015687|B430306D02Rik|Ccg-1|Ccg1|KAT4|N-TAF1|TAFII250|Taf2a|p250	TATA-box binding protein associated factor 1	protein-coding
1388	chr10	22200001	22250000	+	0	NA	intron (NM_009018, intron 6 of 6)	intron (NM_009018, intron 6 of 6)	-48474	NM_001177775	667281	Mm.484254	NM_001177775	ENSMUSG00000075297	H60b	EG667281	histocompatibility 60b	protein-coding
334	chr18	83900001	83950000	+	0	NA	Intergenic	Intergenic	161465	NM_001364994	110796	Mm.102136	NM_001081300	ENSMUSG00000046982	Tshz1	5730407I04Rik|D18Bwg1409e|Mtsh1|NY-CO-33|Sdccag33|Tsh1|teashirt1	teashirt zinc finger family member 1	protein-coding
823	chr11	49700001	49750000	+	0	NA	Intergenic	Intergenic	-12278	NM_001290741	104625	Mm.247113	NM_212484	ENSMUSG00000020362	Cnot6	CCR4	CCR4-NOT transcription complex, subunit 6	protein-coding
931	chr9	57200001	57250000	+	0	NA	Intergenic	ORR1B2|LTR|ERVL-MaLR	-11556	NM_001014398	541610	Mm.378036	NM_001014398	ENSMUSG00000070298	Trcg1	-	taste receptor cell gene 1	protein-coding
1559	chr6	113050001	113100000	+	0	NA	intron (NR_027009, intron 1 of 1)	intron (NR_027009, intron 1 of 1)	2244	NR_027008	14910	Mm.280950	NR_027008	ENSMUSG00000086429	Gt(ROSA)26Sor	AV258896|Gtrgeo26|Gtrosa26|R26|ROSA26|Thumpd3as1	gene trap ROSA 26, Philippe Soriano	ncRNA
261	chr1	182100001	182150000	+	0	NA	intron (NM_012058, intron 1 of 2)	CpG	263	NM_012058	27058	Mm.273196	NM_012058	ENSMUSG00000026511	Srp9	9kDa	signal recognition particle 9	protein-coding
1070	chr13	85250001	85300000	+	0	NA	intron (NM_145452, intron 1 of 24)	Lx9|LINE|L1	14486	NM_145452	218397	Mm.259653	NM_145452	ENSMUSG00000021549	Rasa1	Gap|RasGAP|Rasa	RAS p21 protein activator 1	protein-coding
813	chr11	29150001	29200000	+	0	NA	intron (NM_001363360, intron 2 of 14)	intron (NM_001363360, intron 2 of 14)	2024	NR_156485	104570	Mm.276386	NM_134034	ENSMUSG00000020463	Ppp4r3b	AW011752|AW557776|Smek2|mKIAA1387	protein phosphatase 4 regulatory subunit 3B	protein-coding
1393	chr10	26700001	26750000	+	0	NA	Intergenic	Lx6|LINE|L1	-47512	NM_176837	73910	Mm.356496	NM_176837	ENSMUSG00000039031	Arhgap18	4833419J07Rik|AI314906|AI843501	Rho GTPase activating protein 18	protein-coding
1127	chr14	41350001	41400000	+	0	NA	Intergenic	Lx2|LINE|L1	-189802	NM_009160	20390	Mm.1321	NM_009160	ENSMUSG00000021795	Sftpd	AI573415|SP-D|Sfpd|Sftp4	surfactant associated protein D	protein-coding
814	chr11	29200001	29250000	+	0	NA	intron (NM_025740, intron 7 of 9)	intron (NM_025740, intron 7 of 9)	22272	NM_025740	216618	Mm.128663	NM_025740	ENSMUSG00000020462	Cfap36	2300003H10|4931428D14Rik|Ccdc104	cilia and flagella associated protein 36	protein-coding
1623	chr7	19800001	19850000	+	0	NA	Intergenic	Intergenic	-2245	NM_033601	12051	Mm.439658	NM_033601	ENSMUSG00000053175	Bcl3	AI528691|Bcl-3	B cell leukemia/lymphoma 3	protein-coding
518	chr12	33000001	33050000	+	0	NA	Intergenic	MLT1K|LTR|ERVL-MaLR	67875	NM_001024478	68764	Mm.60083	NM_001024478	ENSMUSG00000035860	Cdhr3	1110049B09Rik|BB172694|Cdh28	cadherin-related family member 3	protein-coding
1605	chr7	5400001	5450000	+	0	NA	Intergenic	L1_Mus3|LINE|L1	-11855	NM_030739	81014	Mm.261621	NM_030739	ENSMUSG00000078808	Vmn1r58	V1rd4|V3R4	vomeronasal 1 receptor 58	protein-coding
1134	chr14	44750001	44800000	+	0	NA	Intergenic	ORR1A4-int|LTR|ERVL-MaLR	-50013	NM_001162954	666744	Mm.387002	NM_001162954	ENSMUSG00000091923	Gm8267	EG666744	predicted gene 8267	protein-coding
553	chr12	88400001	88450000	+	0	NA	intron (NM_001361601, intron 3 of 8)	intron (NM_001361601, intron 3 of 8)	-47677	NR_045888	71818	Mm.490789	NR_045888	ENSMUSG00000113434	3200001D21Rik	-	RIKEN cDNA 3200001D21 gene	ncRNA
851	chr11	82750001	82800000	+	0	NA	Intergenic	L2a|LINE|L2	6042	NR_126068	100503272	Mm.486964	NR_126067	ENSMUSG00000085175	Gm11423	-	predicted gene 11423	ncRNA
416	chr16	13100001	13150000	+	0	NA	intron (NM_015769, intron 4 of 10)	intron (NM_015769, intron 4 of 10)	15264	NM_015769	50505	Mm.287837	NM_015769	ENSMUSG00000022545	Ercc4	AI606920|Xpf	excision repair cross-complementing rodent repair deficiency, complementation group 4	protein-coding
214	chr1	133700001	133750000	+	0	NA	intron (NM_213616, intron 14 of 19)	intron (NM_213616, intron 14 of 19)	1645	NR_105868	102466206		NR_105868	ENSMUSG00000098606	Mir6903	Gm27797|mmu-mir-6903	microRNA 6903	ncRNA
1773	chr4	108800001	108850000	+	0	NA	intron (NM_001356361, intron 3 of 5)	intron (NM_001356361, intron 3 of 5)	8640	NM_027453	70533	Mm.379178	NM_027453	ENSMUSG00000028568	Btf3l4	4632412E09Rik|5730434I03Rik|AI316863|AU022207|AW552446	basic transcription factor 3-like 4	protein-coding
49	chr17	9050001	9100000	+	0	NA	Intergenic	L1M5|LINE|L1	86667	NM_001347544	66931	Mm.67591	NM_025851	ENSMUSG00000023873	1700010I14Rik	-	RIKEN cDNA 1700010I14 gene	protein-coding
1149	chr14	64200001	64250000	+	0	NA	intron (NM_001347639, intron 4 of 5)	intron (NM_001347639, intron 4 of 5)	120677	NM_028525	73382	Mm.481055	NM_028525	ENSMUSG00000021966	Prss52	1700049K14Rik|Tesp3	protease, serine 52	protein-coding
1005	chr13	15950001	16000000	+	0	NA	intron (NR_155430, intron 1 of 3)	L1_Mus1|LINE|L1	-36851	NM_008380	16323	Mm.8042	NM_008380	ENSMUSG00000041324	Inhba	-	inhibin beta-A	protein-coding
1062	chr13	67150001	67200000	+	0	NA	intron (NM_001013769, intron 1 of 3)	intron (NM_001013769, intron 1 of 3)	1818	NM_001013769	380855	Mm.284988	NM_001013769	ENSMUSG00000058900	Rsl1	rslcan-9	regulator of sex limited protein 1	protein-coding
82	chr17	50300001	50350000	+	0	NA	Intergenic	Intergenic	-31380	NM_001277863	13164	Mm.280641	NM_010021	ENSMUSG00000010592	Dazl	Daz-like|Dazh|Dazl1|Dazla|Tpx-2|Tpx2	deleted in azoospermia-like	protein-coding
340	chr15	5200001	5250000	+	0	NA	Intergenic	Lx9|LINE|L1	19187	NM_008965	19219	Mm.18509	NM_008965	ENSMUSG00000039942	Ptger4	EP4|Ptgerep4	prostaglandin E receptor 4 (subtype EP4)	protein-coding
909	chr9	32400001	32450000	+	0	NA	intron (NM_008026, intron 8 of 8)	B2_Mm2|SINE|B2	31015	NM_001168354	56379	Mm.390168	NM_019659	ENSMUSG00000041248	Kcnj1	Kir1.1|ROMK|Romk2	potassium inwardly-rectifying channel, subfamily J, member 1	protein-coding
1581	chr6	133250001	133300000	+	0	NA	Intergenic	Intergenic	-17216	NM_027784	232426	Mm.158689	NM_027784	ENSMUSG00000055594	5530400C23Rik	GRP	RIKEN cDNA 5530400C23 gene	protein-coding
246	chr1	164850001	164900000	+	0	NA	Intergenic	MLT2B3|LTR|ERVL	11879	NR_040303	433374	Mm.251149	NR_040303	ENSMUSG00000104117	Gm20743	-	predicted gene, 20743	ncRNA
282	chr18	14950001	15000000	+	0	NA	intron (NM_134112, intron 3 of 4)	intron (NM_134112, intron 3 of 4)	-13995	NR_045372	74456	Mm.391075	NR_045372	ENSMUSG00000117450	4933424G05Rik	-	RIKEN cDNA 4933424G05 gene	ncRNA
100	chr17	72800001	72850000	+	0	NA	Intergenic	B1_Mus2|SINE|Alu	-11628	NM_027166	383295	Mm.277533	NM_027166	ENSMUSG00000039770	Ypel5	2310076K21Rik|CGI-127	yippee like 5	protein-coding
1239	chr3	96900001	96950000	+	0	NA	intron (NM_008123, intron 1 of 1)	intron (NM_008123, intron 1 of 1)	1051	NM_008123	14616	Mm.258183	NM_008123	ENSMUSG00000049908	Gja8	Aey5|Cnx50|Cx50|Lop10	gap junction protein, alpha 8	protein-coding
1573	chr6	127100001	127150000	+	0	NA	TTS (NM_009829)	TTS (NM_009829)	-15448	NM_177003	319801	Mm.101836	NM_177003	ENSMUSG00000038028	Tigar	9630033F20Rik|AA793651|AI595337|C79710|C85509	Trp53 induced glycolysis regulatory phosphatase	protein-coding
1052	chr13	59850001	59900000	+	0	NA	Intergenic	Intergenic	-51853	NM_153538	214290	Mm.233082	NM_153538	ENSMUSG00000035248	Tut7	6030448M23Rik|AA420405|Tent3b|Zcchc6	terminal uridylyl transferase 7	protein-coding
1801	chr4	141400001	141450000	+	0	NA	3' UTR (NM_013868, exon 3 of 3)	3' UTR (NM_013868, exon 3 of 3)	4221	NM_013868	29818	Mm.46181	NM_013868	ENSMUSG00000006221	Hspb7	27kDa|Hsp25-2|cvHsp	heat shock protein family, member 7 (cardiovascular)	protein-coding
1465	chr10	120550001	120600000	+	0	NA	Intergenic	Intergenic	-98531	NM_001347170	15364	Mm.157190	NM_010441	ENSMUSG00000056758	Hmga2	9430083A20Rik|HMGI-C|Hmgic|pg|pygmy	high mobility group AT-hook 2	protein-coding
942	chr9	64350001	64400000	+	0	NA	Intergenic	MIRb|SINE|MIR	-10626	NM_001134399	214058	Mm.127721	NM_172522	ENSMUSG00000036466	Megf11	2410080H04Rik|D130061K05	multiple EGF-like-domains 11	protein-coding
1359	chr8	126450001	126500000	+	0	NA	promoter-TSS (NM_001159907)	promoter-TSS (NM_001159907)	65	NM_001159907	212728	Mm.482479	NM_001159907	ENSMUSG00000090290	Tarbp1	Gm17296|Gm179	TAR RNA binding protein 1	protein-coding
1339	chr8	94300001	94350000	+	0	NA	TTS (NR_029552)	TTS (NR_029552)	689	NR_029552	723956		NR_029552	ENSMUSG00000065512	Mir138-2	Mirn138-2|mir-138-2	microRNA 138-2	ncRNA
1871	chr5	96850001	96900000	+	0	NA	Intergenic	L1MA4A|LINE|L1	-46272	NR_131152	666266	Mm.32442	NR_131152	ENSMUSG00000106357	Gm8013	EG666266	predicted gene 8013	ncRNA
1163	chr14	76100001	76150000	+	0	NA	intron (NM_013745, intron 6 of 9)	intron (NM_013745, intron 6 of 9)	14109	NM_013745	27275	Mm.21138	NM_013745	ENSMUSG00000022009	Nufip1	Nufip	nuclear fragile X mental retardation protein interacting protein 1	protein-coding
584	chr2	9450001	9500000	+	0	NA	Intergenic	Lx8|LINE|L1	285485	NR_038180	73438	Mm.23558	NR_038180	ENSMUSG00000085580	1700061F12Rik	-	RIKEN cDNA 1700061F12 gene	ncRNA
1082	chr13	100800001	100850000	+	0	NA	exon (NM_022885, exon 4 of 16)	exon (NM_022885, exon 4 of 16)	8427	NM_022885	69048	Mm.402215	NM_022885	ENSMUSG00000021629	Slc30a5	1810010K08Rik|AF233321|ZNT5|ZTL1|ZnT-5|Zntl1	solute carrier family 30 (zinc transporter), member 5	protein-coding
715	chr2	173150001	173200000	+	0	NA	Intergenic	Intergenic	21927	NM_011044	18534	Mm.266867	NM_011044	ENSMUSG00000027513	Pck1	AI265463|PEPCK|PEPCK-C|Pck-1	phosphoenolpyruvate carboxykinase 1, cytosolic	protein-coding
1010	chr13	22100001	22150000	+	0	NA	Intergenic	Intergenic	-22335	NM_145844	252906	Mm.377265	NM_145844	ENSMUSG00000099611	Vmn1r189	V1rh2	vomeronasal 1 receptor 189	protein-coding
1517	chr6	65100001	65150000	+	0	NA	intron (NM_019455, intron 4 of 5)	intron (NM_019455, intron 4 of 5)	19730	NM_019455	54486	Mm.410688	NM_019455	ENSMUSG00000029919	Hpgds	H-PGDS|Ptgds2	hematopoietic prostaglandin D synthase	protein-coding
626	chr2	52050001	52100000	+	0	NA	intron (NM_001355414, intron 3 of 35)	AT_rich|Low_complexity|Low_complexity	2163	NM_001355415	51869	Mm.254530	NM_175238	ENSMUSG00000036202	Rif1	5730435J01Rik|6530403D07Rik|AU016181|AW549474|D2Ertd145e	replication timing regulatory factor 1	protein-coding
831	chr11	59300001	59350000	+	0	NA	intron (NM_139298, intron 1 of 3)	ORR1D2|LTR|ERVL-MaLR	18070	NM_139298	216795	Mm.218794	NM_139298	ENSMUSG00000000126	Wnt9a	Wnt14|wnt-14	wingless-type MMTV integration site family, member 9A	protein-coding
1908	chr5	139800001	139850000	+	0	NA	intron (NM_001356963, intron 2 of 2)	PB1D9|SINE|Alu	1894	NM_001356963	66506	Mm.29070	NM_025604	ENSMUSG00000029551	Psmg3	1810042K04Rik|4930403H09Rik|AI303239	proteasome (prosome, macropain) assembly chaperone 3	protein-coding
1367	chr10	5300001	5350000	+	0	NA	intron (NM_001347711, intron 39 of 145)	B3A|SINE|B2	-130293	NM_001079686	64009	Mm.331626	NM_022027	ENSMUSG00000096054	Syne1	8B|A330049M09Rik|BE692247|C130039F11Rik|CPG2|KASH1|Myne1|mKIAA1756|myne-1	spectrin repeat containing, nuclear envelope 1	protein-coding
1003	chr13	14000001	14050000	+	0	NA	intron (NR_130788, intron 3 of 16)	RLTR6_Mm|LTR|ERV1	14638	NR_130788	70430	Mm.260209	NM_178337	ENSMUSG00000039233	Tbce	2610206D02Rik|C530005D02Rik|pmn	tubulin-specific chaperone E	protein-coding
139	chr1	39650001	39700000	+	0	NA	intron (NM_001145660, intron 12 of 14)	intron (NM_001145660, intron 12 of 14)	-23818	NM_170597	263764	Mm.122091	NM_170597	ENSMUSG00000050967	Creg2	A830098L22Rik	cellular repressor of E1A-stimulated genes 2	protein-coding
563	chr12	103400001	103450000	+	0	NA	intron (NM_020494, intron 1 of 8)	intron (NM_020494, intron 1 of 8)	847	NM_001364162	27225	Mm.3935	NM_020494	ENSMUSG00000041645	Ddx24	1700055J08Rik|2510027P10Rik|AI649272	DEAD (Asp-Glu-Ala-Asp) box polypeptide 24	protein-coding
791	chrX	153350001	153400000	+	0	NA	intron (NM_173780, intron 3 of 6)	intron (NM_173780, intron 3 of 6)	15387	NM_001357183	245671	Mm.260751	NM_173780	ENSMUSG00000041649	Klf8	BKLF3|ZNF74	Kruppel-like factor 8	protein-coding
1211	chr3	61200001	61250000	+	0	NA	Intergenic	(TAGA)n|Simple_repeat|Simple_repeat	-139507	NM_028712	74012	Mm.422674	NM_028712	ENSMUSG00000036894	Rap2b	4021402C18Rik|AA408554	RAP2B, member of RAS oncogene family	protein-coding
202	chr1	105950001	106000000	+	0	NA	Intergenic	Intergenic	15282	NR_151625	635504	Mm.359717	NR_151625		Gm7160	EG635504	predicted gene 7160	ncRNA
1135	chr14	48100001	48150000	+	0	NA	intron (NM_033602, intron 1 of 5)	intron (NM_033602, intron 1 of 5)	4131	NM_033602	93834	Mm.296457	NM_033602	ENSMUSG00000021846	Peli2	AW047589|BB129927	pellino 2	protein-coding
393	chr15	82050001	82100000	+	0	NA	intron (NM_028897, intron 3 of 30)	intron (NM_028897, intron 3 of 30)	4883	NM_028897	74369	Mm.289351	NM_028897	ENSMUSG00000068117	Mei1	4932408F18Rik|mei1	meiotic double-stranded break formation protein 1	protein-coding
158	chr1	57400001	57450000	+	0	NA	Intergenic	Intergenic	-18326	NM_001302964	68736	Mm.288490	NM_001037742	ENSMUSG00000048495	Tyw5	1110034B05Rik	tRNA-yW synthesizing protein 5	protein-coding
1740	chr4	41100001	41150000	+	0	NA	promoter-TSS (NM_139236)	promoter-TSS (NM_139236)	-661	NM_139236	230082	Mm.285797	NM_139236	ENSMUSG00000028430	Nol6	AA410091|Nrap	nucleolar protein family 6 (RNA-associated)	protein-coding
1809	chr4	148700001	148750000	+	0	NA	Intergenic	B1_Mur4|SINE|Alu	-79392	NM_001159344	69743	Mm.233879	NM_027195	ENSMUSG00000028977	Casz1	2410019P08Rik|AV096627|BC040081|Cst|D4Ertd432e	castor zinc finger 1	protein-coding
1208	chr3	59150001	59200000	+	0	NA	intron (NM_177855, intron 15 of 43)	intron (NM_177855, intron 15 of 43)	20104	NM_001302203	84111	Mm.60267	NM_032399	ENSMUSG00000051431	Gpr87	-	G protein-coupled receptor 87	protein-coding
