	chr1	s1	e1	chr2	s2	e2	Interaction_score	Annotation_1	Detailed_Annotation_1	Distance_to_TSS_1	Nearest_PromoterID_1	Entrez_ID_1	Nearest_Unigene_1	Nearest_Refseq_1	Nearest_Ensembl_1	Gene_Name_1	Gene_Alias_1	Gene_Description_1	Gene_Type_1	Annotation_2	Detailed_Annotation_2	Distance_to_TSS_2	Nearest_PromoterID_2	Entrez_ID_2	Nearest_Unigene_2	Nearest_Refseq_2	Nearest_Ensembl_2	Gene_Name_2	Gene_Alias_2	Gene_Description_2	Gene_Type_2	TSS_1	TSS_2
1398	chr10	37050000	37100000	chr10	38800000	38850000		Intergenic	Intergenic	63926	NM_008538	17118.0	Mm.30059	NM_008538	ENSMUSG00000069662	Marcks	Macs|PKCSL	myristoylated alanine rich protein kinase C substrate	protein-coding	Intergenic	B1_Mus1|SINE|Alu	-3221	NM_001177783	215919.0	Mm.294313	NM_001177783	ENSMUSG00000094311	Rfpl4b	100040915|Gm3037|Gm62	ret finger protein-like 4B	protein-coding	13.0	-1.0
1399	chr10	37100000	37150000	chr10	37750000	37800000		Intergenic	MTC-int|LTR|ERVL-MaLR	13926	NM_008538	17118.0	Mm.30059	NM_008538	ENSMUSG00000069662	Marcks	Macs|PKCSL	myristoylated alanine rich protein kinase C substrate	protein-coding	Intergenic	Intergenic	-400774	NR_131035	75877.0	Mm.402094	NR_131035	ENSMUSG00000111234	4930591E09Rik	-	RIKEN cDNA 4930591E09 gene	ncRNA	3.0	-80.0
1400	chr10	38850000	38900000	chr10	39000000	39050000		Intergenic	Intergenic	-53221	NM_001177783	215919.0	Mm.294313	NM_001177783	ENSMUSG00000094311	Rfpl4b	100040915|Gm3037|Gm62	ret finger protein-like 4B	protein-coding	intron (NM_010681, intron 4 of 37)	intron (NM_010681, intron 4 of 37)	59485	NM_010681	16775.0	Mm.258065	NM_010681	ENSMUSG00000019846	Lama4	-	laminin, alpha 4	protein-coding	-11.0	12.0
1401	chr10	39100000	39150000	chr10	40500000	40550000		intron (NM_001359442, intron 2 of 4)	intron (NM_001359442, intron 2 of 4)	8900	NM_001359442	66337.0	Mm.45187	NM_183254	ENSMUSG00000051736	Fam229b	1700025K23Rik	family with sequence similarity 229, member B	protein-coding	Intergenic	Intergenic	-45362	NM_027572	70840.0	Mm.332570	NM_027572	ENSMUSG00000019834	Slc22a16	4921504E14Rik|CT2|FLIPT2|OCT6|OKB1	solute carrier family 22 (organic cation transporter), member 16	protein-coding	2.0	-9.0
1402	chr10	39150000	39200000	chr10	39500000	39550000		Intergenic	MTE2a|LTR|ERVL-MaLR	-11206	NM_001127376	327743.0	Mm.208111	NM_001127376	ENSMUSG00000062074	Ccn6	Gm735|WISP-3|Wisp3	cellular communication network factor 6	protein-coding	intron (NM_001122893, intron 6 of 13)	intron (NM_001122893, intron 6 of 13)	-87934	NM_134000	103213.0	Mm.436686	NM_134000	ENSMUSG00000019842	Traf3ip2	AI429613|Act1|CIKS	TRAF3 interacting protein 2	protein-coding	-2.0	-18.0
1403	chr10	40250000	40300000	chr10	40500000	40550000		Intergenic	RSINE1|SINE|B4	16532	NR_002842	19850.0	Mm.424506	NR_002842		Rnu3a	-	U3A small nuclear RNA	snRNA	Intergenic	Intergenic	-45362	NM_027572	70840.0	Mm.332570	NM_027572	ENSMUSG00000019834	Slc22a16	4921504E14Rik|CT2|FLIPT2|OCT6|OKB1	solute carrier family 22 (organic cation transporter), member 16	protein-coding	3.0	-9.0
1404	chr10	41300000	41350000	chr10	42550000	42600000		intron (NM_001370813, intron 5 of 39)	intron (NM_001370813, intron 5 of 39)	21066	NM_001370813	633979.0	Mm.297629	NM_001370813	ENSMUSG00000091415	Ak9	Akd1|Akd2|Gm234|Gm7127	adenylate kinase 9	protein-coding	intron (NM_152229, intron 2 of 8)	intron (NM_152229, intron 2 of 8)	8590	NM_152229	21907.0	Mm.287100	NM_152229	ENSMUSG00000019803	Nr2e1	Mtl1|Mtll|TLL|Tlx|XTLL|fierce|frc|tailless	nuclear receptor subfamily 2, group E, member 1	protein-coding	4.0	2.0
1405	chr10	41350000	41400000	chr10	43050000	43100000		intron (NM_001370813, intron 20 of 39)	intron (NM_001370813, intron 20 of 39)	71066	NM_001370813	633979.0	Mm.297629	NM_001370813	ENSMUSG00000091415	Ak9	Akd1|Akd2|Gm234|Gm7127	adenylate kinase 9	protein-coding	intron (NM_175407, intron 4 of 6)	intron (NM_175407, intron 4 of 6)	-83838	NR_153349	327749.0	Mm.428887	NR_153349		Gm5079	C230040G06	predicted gene 5079	ncRNA	14.0	-17.0
1406	chr10	41500000	41550000	chr10	41650000	41700000		intron (NM_016898, intron 4 of 5)	intron (NM_016898, intron 4 of 5)	5500	NM_016898	53599.0	Mm.269815	NM_016898	ENSMUSG00000019818	Cd164	A115|A24|AA589639|AW540279|MGC-24|MSSP	CD164 antigen	protein-coding	intron (NM_001358562, intron 8 of 47)	B3|SINE|B2	41463	NM_001358562	75973.0	Mm.228517	NM_029493	ENSMUSG00000075225	Ccdc162	5033413D22Rik|Ccdc162p|Gm29096|Gm61|Gm6976	coiled-coil domain containing 162	protein-coding	1.0	8.0
1407	chr10	41800000	41850000	chr10	42650000	42700000		intron (NM_001162908, intron 1 of 9)	B1_Mus1|SINE|Alu	14426	NM_001162908	140742.0	Mm.139418	NM_001013370	ENSMUSG00000038332	Sesn1	1110002G11Rik|AU044290|Pa26|Sest1	sestrin 1	protein-coding	Intergenic	IMPB_01|Satellite|Satellite	-3916	NM_172416	14628.0	Mm.46636	NM_172416	ENSMUSG00000038280	Ostm1	1200002H13Rik|HSPC019|gl	osteopetrosis associated transmembrane protein 1	protein-coding	3.0	-1.0
1408	chr10	42000000	42050000	chr10	42250000	42300000		Intergenic	RMER10A|LTR|ERVL	-6618	NM_001034858	213402.0	Mm.211320	NM_001034858	ENSMUSG00000071324	Armc2	2610018I05Rik	armadillo repeat containing 2	protein-coding	exon (NM_019740, exon 2 of 4)	exon (NM_019740, exon 2 of 4)	1742	NM_019740	56484.0	Mm.338613	NM_019740	ENSMUSG00000048756	Foxo3	1110048B16Rik|2010203A17Rik|C76856|FKHRL1|Fkhr2|Foxo3a	forkhead box O3	protein-coding	-1.0	0.0
1409	chr10	42800000	42850000	chr10	42950000	43000000		intron (NM_153055, intron 19 of 20)	ORR1C2|LTR|ERVL-MaLR	-35512	NM_172938	268297.0	Mm.98731	NM_172938	ENSMUSG00000044770	Scml4	9330161D17|mFLJ00197	Scm polycomb group protein like 4	protein-coding	intron (NR_153349, intron 2 of 2)	RLTR41|LTR|ERV1	16162	NR_153349	327749.0	Mm.428887	NR_153349		Gm5079	C230040G06	predicted gene 5079	ncRNA	-7.0	3.0
1410	chr10	43200000	43250000	chr10	43350000	43400000		intron (NM_001168289, intron 1 of 7)	MYSERV16_I-int|LTR|ERVK	3514	NM_027772	71365.0	Mm.490430	NM_027772	ENSMUSG00000038240	Pdss2	5430420P03Rik|Gm60|Plmp|kd|mDLP1	prenyl (solanesyl) diphosphate synthase, subunit 2	protein-coding	intron (NM_001168289, intron 4 of 7)	intron (NM_001168289, intron 4 of 7)	-104140	NM_199028	331623.0	Mm.490388	NM_199028	ENSMUSG00000038214	Bend3	mKIAA1553	BEN domain containing 3	protein-coding	1.0	-21.0
1411	chr10	43550000	43600000	chr10	43900000	43950000		Intergenic	Intergenic	-4169	NM_009846	12484.0	Mm.29742	NM_009846	ENSMUSG00000047139	Cd24a	Cd24|HSA|Ly-52|nectadrin	CD24a antigen	protein-coding	intron (NM_130892, intron 5 of 8)	intron (NM_130892, intron 5 of 8)	23193	NM_130892	170728.0	Mm.390253	NM_130892	ENSMUSG00000019864	Rtn4ip1	D10Ertd690e|NIMP	reticulon 4 interacting protein 1	protein-coding	-1.0	5.0
1412	chr10	43550000	43600000	chr10	45050000	45100000		Intergenic	Intergenic	-4169	NM_009846	12484.0	Mm.29742	NM_009846	ENSMUSG00000047139	Cd24a	Cd24|HSA|Ly-52|nectadrin	CD24a antigen	protein-coding	intron (NM_011156, intron 2 of 14)	intron (NM_011156, intron 2 of 14)	7784	NM_011156	19072.0	Mm.37294	NM_011156	ENSMUSG00000019849	Prep	AI047692|AI450383|D10Wsu136e|PE|PEP|Pop	prolyl endopeptidase	protein-coding	-1.0	2.0
1413	chr10	43950000	44000000	chr10	44000000	44050000		intron (NM_001368306, intron 10 of 20)	intron (NM_001368306, intron 10 of 20)	29846	NM_172393	11630.0	Mm.292082	NM_172393	ENSMUSG00000019866	Crybg1	Aim1	crystallin beta-gamma domain containing 1	protein-coding	intron (NM_001368305, intron 2 of 21)	intron (NM_001368305, intron 2 of 21)	-2725	NM_001368306	11630.0	Mm.292082	NM_172393	ENSMUSG00000019866	Crybg1	Aim1	crystallin beta-gamma domain containing 1	protein-coding	6.0	-1.0
1414	chr10	44250000	44300000	chr10	45000000	45050000		intron (NM_001358596, intron 1 of 6)	intron (NM_001358596, intron 1 of 6)	6661	NM_053069	11793.0	Mm.22264	NM_053069	ENSMUSG00000038160	Atg5	2010107M05Rik|3110067M24Rik|AW319544|Apg5l|Atg5l|C88337|Paddy	autophagy related 5	protein-coding	Intergenic	Intergenic	-42216	NM_011156	19072.0	Mm.37294	NM_011156	ENSMUSG00000019849	Prep	AI047692|AI450383|D10Wsu136e|PE|PEP|Pop	prolyl endopeptidase	protein-coding	1.0	-8.0
1415	chr10	53300000	53350000	chr10	53500000	53550000		intron (NM_001204983, intron 3 of 12)	intron (NM_001204983, intron 3 of 12)	-12686	NM_023129	18821.0	Mm.34145	NM_023129	ENSMUSG00000038583	Pln	Plb	phospholamban	protein-coding	Intergenic	ORR1C2|LTR|ERVL-MaLR	-6011	NR_037973	100502868.0	Mm.297722	NR_037973	ENSMUSG00000112739	Gm20597	B230314j19	predicted gene, 20597	ncRNA	-3.0	-1.0
1416	chr10	58350000	58400000	chr10	59950000	60000000		intron (NM_201242, intron 1 of 9)	intron (NM_201242, intron 1 of 9)	3546	NM_201242	110829.0	Mm.57734	NM_026148	ENSMUSG00000019920	Lims1	2310016J22Rik|4921524A02Rik|AI507642|AU021743|AW551584|C430041B13Rik|Lims1l|PINCH|PINCH1	LIM and senescent cell antigen-like domains 1	protein-coding	Intergenic	Intergenic	-23230	NM_029083	74747.0	Mm.21697	NM_029083	ENSMUSG00000020108	Ddit4	5830413E08Rik|AA415483|REDD1|Rtp801|dig2	DNA-damage-inducible transcript 4	protein-coding	1.0	-5.0
1417	chr10	59300000	59350000	chr10	59850000	59900000		intron (NM_001316370, intron 1 of 13)	intron (NM_001316370, intron 1 of 13)	1704	NM_011030	18451.0	Mm.2212	NM_011030	ENSMUSG00000019916	P4ha1	AL022634|P4ha	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide	protein-coding	Intergenic	B1_Mur4|SINE|Alu	-4591	NM_019965	56709.0	Mm.103610	NM_019965	ENSMUSG00000020109	Dnajb12	Dj10|mDj10	DnaJ heat shock protein family (Hsp40) member B12	protein-coding	0.0	-1.0
1418	chr10	59900000	59950000	chr10	59950000	60000000		Intergenic	Intergenic	26770	NM_029083	74747.0	Mm.21697	NM_029083	ENSMUSG00000020108	Ddit4	5830413E08Rik|AA415483|REDD1|Rtp801|dig2	DNA-damage-inducible transcript 4	protein-coding	Intergenic	Intergenic	-23230	NM_029083	74747.0	Mm.21697	NM_029083	ENSMUSG00000020108	Ddit4	5830413E08Rik|AA415483|REDD1|Rtp801|dig2	DNA-damage-inducible transcript 4	protein-coding	5.0	-5.0
1419	chr10	60300000	60350000	chr10	60350000	60400000		exon (NM_001252635, exon 46 of 69)	exon (NM_001252635, exon 46 of 69)	-21851	NM_028732	74048.0	Mm.273584	NM_028732	ENSMUSG00000020101	Vsir	4632428N05Rik|Dies1|PD-1H|VISTA	V-set immunoregulatory receptor	protein-coding	intron (NR_045556, intron 37 of 68)	intron (NR_045556, intron 37 of 68)	-24726	NM_001164374	100302688.0	Mm.444135	NM_001164374	ENSMUSG00000090439	Gm17455	-	predicted gene, 17455	protein-coding	-4.0	-5.0
1420	chr10	60850000	60900000	chr10	61950000	62000000		Intergenic	Intergenic	-43419	NM_029770	107449.0	Mm.290433	NM_029770	ENSMUSG00000020099	Unc5b	6330415E02Rik|A630020F16|D10Bwg0792e|Unc5h2	unc-5 netrin receptor B	protein-coding	intron (NM_001304757, intron 1 of 37)	intron (NM_001304757, intron 1 of 37)	4108	NM_001304757	12817.0	Mm.300931	NM_007731	ENSMUSG00000058806	Col13a1	-	collagen, type XIII, alpha 1	protein-coding	-9.0	1.0
1421	chr10	61200000	61250000	chr10	61300000	61350000		intron (NM_001081127, intron 8 of 21)	intron (NM_001081127, intron 8 of 21)	48419	NR_157278	237360.0	Mm.333252	NM_001081127	ENSMUSG00000059901	Adamts14	Adamts-14|TS14	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 14	protein-coding	intron (NM_013753, intron 18 of 19)	intron (NM_013753, intron 18 of 19)	27164	NM_011073	18646.0	Mm.240313	NM_011073	ENSMUSG00000037202	Prf1	Pfn|Pfp|Prf-1	perforin 1 (pore forming protein)	protein-coding	10.0	5.0
1422	chr10	61450000	61500000	chr10	61650000	61700000		promoter-TSS (NM_153542)	promoter-TSS (NM_153542)	-833	NM_153542	216011.0	Mm.136116	NM_153542	ENSMUSG00000037151	Lrrc20	BC036304	leucine rich repeat containing 20	protein-coding	TTS (NM_026438)	TTS (NM_026438)	-5285	NM_001358488	20224.0	Mm.391794	NM_009120	ENSMUSG00000020088	Sar1a	1600019H17Rik|Sara|Sara1	secretion associated Ras related GTPase 1A	protein-coding	-0.0	-1.0
1423	chr10	63150000	63200000	chr10	63300000	63350000		intron (NM_182992, intron 2 of 19)	intron (NM_182992, intron 2 of 19)	28952	NM_182992	68802.0	Mm.259767	NM_182992	ENSMUSG00000020067	Mypn	1110056A04Rik|9830112J03|AI853556|mKIAA4170	myopalladin	protein-coding	intron (NM_001159589, intron 5 of 7)	intron (NM_001159589, intron 5 of 7)	14035	NM_001159589	93759.0	Mm.351459	NM_019812	ENSMUSG00000020063	Sirt1	AA673258|SIR2L1|Sir2|Sir2a|Sir2alpha	sirtuin 1	protein-coding	6.0	3.0
1424	chr10	66900000	66950000	chr10	67200000	67250000		Intergenic	B3A|SINE|B2	-4616	NR_138560	68488.0	Mm.338835	NR_138560		1110002J07Rik	-	RIKEN cDNA 1110002J07 gene	ncRNA	exon (NM_001242396, exon 9 of 25)	exon (NM_001242396, exon 9 of 25)	39250	NM_001242396	108829.0	Mm.23846	NM_207221	ENSMUSG00000037876	Jmjd1c	5430433L24Rik|D630035I23Rik|Jmjdic|TRIP8	jumonji domain containing 1C	protein-coding	-1.0	8.0
1425	chr10	67300000	67350000	chr10	67750000	67800000		Intergenic	Intergenic	-39719	NM_001036293	641340.0	Mm.136223	NM_001036293	ENSMUSG00000075000	Nrbf2	NRBF-2	nuclear receptor binding factor 2	protein-coding	Intergenic	Intergenic	137662	NM_178679	216049.0	Mm.268346	NM_178679	ENSMUSG00000037855	Zfp365	AI839779|AV340892|DBZ|Su48|Znf365|talanin	zinc finger protein 365	protein-coding	-8.0	28.0
1426	chr10	68100000	68150000	chr10	68250000	68300000		intron (NM_023598, intron 7 of 9)	intron (NM_023598, intron 7 of 9)	145430	NM_001359319	170799.0	Mm.209844	NM_133244	ENSMUSG00000037846	Rtkn2	B130039D23Rik|Mbf|Plekhk1	rhotekin 2	protein-coding	intron (NM_023598, intron 2 of 9)	intron (NM_023598, intron 2 of 9)	3726	NM_023598	71371.0	Mm.440357	NM_023598	ENSMUSG00000019947	Arid5b	4930580B11|5430435G07Rik|AI467247|Desrt|Mrf2|Mrf2alpha|Mrf2beta	AT rich interactive domain 5B (MRF1-like)	protein-coding	29.0	1.0
1427	chr10	70100000	70150000	chr10	71250000	71300000		intron (NM_001111121, intron 1 of 8)	intron (NM_001111121, intron 1 of 8)	27879	NM_001111121	76551.0	Mm.281741	NM_001111121	ENSMUSG00000048701	Ccdc6	2810012H18Rik|AA536681|AA960498|AW061011	coiled-coil domain containing 6	protein-coding	intron (NM_145420, intron 1 of 6)	intron (NM_145420, intron 1 of 6)	10262	NM_145420	216080.0	Mm.270530	NM_145420	ENSMUSG00000019927	Ube2d1	UBCH5	ubiquitin-conjugating enzyme E2D 1	protein-coding	6.0	2.0
1428	chr10	71300000	71350000	chr10	71350000	71400000		Intergenic	B3A|SINE|B2	14255	NR_152791	102637684.0	Mm.338906	NR_152791	ENSMUSG00000093732	Gm20609	-	predicted gene 20609	ncRNA	intron (NM_027184, intron 4 of 5)	T-rich|Low_complexity|Low_complexity	27237	NM_027184	69718.0	Mm.245867	NM_027184	ENSMUSG00000060733	Ipmk	2410017C19Rik|AA408208|Impk	inositol polyphosphate multikinase	protein-coding	3.0	5.0
1429	chr10	75250000	75300000	chr10	75400000	75450000		intron (NM_153406, intron 11 of 15)	intron (NM_153406, intron 11 of 15)	-41877	NM_009630	11540.0	Mm.333734	NM_009630	ENSMUSG00000020178	Adora2a	A2AAR|A2aR|AA2AR|ARA2A	adenosine A2a receptor	protein-coding	intron (NM_133995, intron 4 of 9)	intron (NM_133995, intron 4 of 9)	18089	NM_133995	103149.0	Mm.441195	NM_133995	ENSMUSG00000033427	Upb1	AI195023	ureidopropionase, beta	protein-coding	-8.0	4.0
1430	chr10	76450000	76500000	chr10	77600000	77650000		intron (NM_019434, intron 3 of 28)	L1MB4|LINE|L1	-5886	NM_172550	216119.0	Mm.344778	NM_172550	ENSMUSG00000033126	Ybey	1110068N23Rik|A130042E20Rik|C21orf57|ORF57|ORF66	ybeY metallopeptidase	protein-coding	intron (NM_019803, intron 1 of 5)	ORR1F|LTR|ERVL-MaLR	2679	NM_019803	22213.0	Mm.458125	NM_019803	ENSMUSG00000009293	Ube2g2	1110003O05Rik|D10Xrf369|UBC7|Ubc7p	ubiquitin-conjugating enzyme E2G 2	protein-coding	-1.0	1.0
1431	chr10	76800000	76850000	chr10	77050000	77100000		intron (NM_001347216, intron 3 of 15)	intron (NM_001347216, intron 3 of 15)	-2188	NR_152849	59093.0	Mm.272803	NM_021568	ENSMUSG00000001120	Pcbp3	AlphaCP-3	poly(rC) binding protein 3	protein-coding	intron (NM_001109991, intron 14 of 40)	intron (NM_001109991, intron 14 of 40)	38705	NM_001109991	12822.0	Mm.4352	NM_009929	ENSMUSG00000001435	Col18a1	-	collagen, type XVIII, alpha 1	protein-coding	-0.0	8.0
1432	chr10	78000000	78050000	chr10	78150000	78200000		Intergenic	IAPEz-int|LTR|ERVK	-15193	NM_008826	18641.0	Mm.269649	NM_008826	ENSMUSG00000020277	Pfkl	AA407869|ATP-PFK|PFK-B|PFK-L	phosphofructokinase, liver, B-type	protein-coding	intron (NM_029546, intron 16 of 20)	intron (NM_029546, intron 16 of 20)	-5245	NM_138601	28295.0	Mm.268691	NM_138601	ENSMUSG00000053329	Gatd3a	C21orf33|D10Jhu81e|ES1	glutamine amidotransferase like class 1 domain containing 3A	protein-coding	-3.0	-1.0
1433	chr10	79950000	80000000	chr10	80100000	80150000		intron (NM_130455, intron 3 of 8)	B1_Mm|SINE|Alu	4276	NM_130455	170483.0	Mm.391566	NM_130455	ENSMUSG00000035745	Grin3b	GluN3B|NR3B	glutamate receptor, ionotropic, NMDA3B	protein-coding	intron (NR_126043, intron 2 of 10)	intron (NR_126043, intron 2 of 10)	9205	NM_011492	20869.0	Mm.44231	NM_011492	ENSMUSG00000003068	Stk11	AA408040|Lkb1|Par-4|R75140	serine/threonine kinase 11	protein-coding	1.0	2.0
1434	chr10	80000000	80050000	chr10	80650000	80700000		intron (NM_001347074, intron 11 of 22)	intron (NM_001347074, intron 11 of 22)	5325	NM_027521	70719.0	Mm.243954	NM_027521	ENSMUSG00000035697	Arhgap45	6330406L22Rik|AW539505|Ha-1|Hmha1	Rho GTPase activating protein 45	protein-coding	intron (NM_021462, intron 2 of 13)	intron (NM_021462, intron 2 of 13)	1293	NM_021462	17347.0	Mm.42126	NM_021462	ENSMUSG00000020190	Mknk2	2010016G11Rik|Gprk7|Mnk2	MAP kinase-interacting serine/threonine kinase 2	protein-coding	1.0	0.0
1435	chr10	80550000	80600000	chr10	80700000	80750000		intron (NM_078477, intron 1 of 1)	intron (NM_078477, intron 1 of 1)	2296	NM_078477	118445.0	Mm.41513	NM_078477	ENSMUSG00000035397	Klf16	AI843742|BTEB4|DRRF	Kruppel-like factor 16	protein-coding	intron (NM_007460, intron 6 of 30)	ORR1A2|LTR|ERVL-MaLR	17275	NM_007460	11776.0	Mm.27082	NM_007460	ENSMUSG00000020198	Ap3d1	AA407035|Ap3d|Bolvr|mBLVR1|mh|mocha	adaptor-related protein complex 3, delta 1 subunit	protein-coding	0.0	3.0
1436	chr10	81750000	81800000	chr10	81900000	81950000		Intergenic	Intergenic	-3826	NM_001346707	100040944.0		NM_001346707		Gm3055	-	predicted gene 3055	protein-coding	intron (NM_199062, intron 1 of 3).2	MT2B|LTR|ERVL	5512	NM_001368187	331188.0	Mm.351497	NM_199062	ENSMUSG00000096718	Zfp781	A130081B01	zinc finger protein 781	protein-coding	-1.0	1.0
1437	chr10	82700000	82750000	chr10	83550000	83600000		intron (NM_001368720, intron 9 of 13)	intron (NM_001368720, intron 9 of 13)	25886	NM_001368720	67933.0	Mm.127405	NM_026462	ENSMUSG00000020246	Hcfc2	1700129L13Rik|AU019838|fkls	host cell factor C2	protein-coding	intron (NM_001033375, intron 20 of 32)	intron (NM_001033375, intron 20 of 32)	31059	NM_001033375	319277.0	Mm.491194	NM_001033375	ENSMUSG00000034560	Washc4	A230046K03Rik|AA589518|Kiaa1033|mKIAA1033	WASH complex subunit 4	protein-coding	5.0	6.0
1438	chr10	83800000	83850000	chr10	84400000	84450000		Intergenic	Intergenic	102135	NM_001145198	69784.0	Mm.271188	NM_001145198	ENSMUSG00000087651	1500009L16Rik	2700050C19Rik|OCC-1	RIKEN cDNA 1500009L16 gene	protein-coding	intron (NM_001004363, intron 1 of 6)	intron (NM_001004363, intron 1 of 6)	15668	NM_001004363	77976.0	Mm.25874	NM_001004363	ENSMUSG00000020032	Nuak1	AU014801|AW494241|B230104P22Rik|Omphk1	NUAK family, SNF1-like kinase, 1	protein-coding	20.0	3.0
1439	chr10	84800000	84850000	chr10	84950000	85000000		intron (NM_001024918, intron 4 of 17)	intron (NM_001024918, intron 4 of 17)	-13148	NM_027689	71137.0	Mm.79070	NM_027689	ENSMUSG00000020037	Rfx4	4933412G19Rik|NYD-sp10	regulatory factor X, 4 (influences HLA class II expression)	protein-coding	intron (NM_001013441, intron 6 of 8)	intron (NM_001013441, intron 6 of 8)	57387	NM_001013441	237422.0	Mm.18936	NM_183172	ENSMUSG00000035620	Ric8b	BC051080|Ric-8|Ric-8b	RIC8 guanine nucleotide exchange factor B	protein-coding	-3.0	11.0
1440	chr10	85200000	85250000	chr10	85600000	85650000		Intergenic	Intergenic	-39946	NM_007771	12952.0	Mm.26237	NM_007771	ENSMUSG00000020038	Cry1	AU020726|AU021000|Phll1	cryptochrome 1 (photolyase-like)	protein-coding	exon (NM_028709, exon 5 of 17)	exon (NM_028709, exon 5 of 17)	26589	NM_001017525	74007.0	Mm.36544	NM_028709	ENSMUSG00000020042	Btbd11	6330404E16Rik	BTB (POZ) domain containing 11	protein-coding	-8.0	5.0
1441	chr10	85800000	85850000	chr10	86650000	86700000		Intergenic	Intergenic	-46831	NM_133993	103136.0	Mm.18834	NM_133993	ENSMUSG00000001785	Pwp1	2310058A11Rik|2610205J09Rik|AI098170|AL022879|AV083409|AW550690	PWP1 homolog, endonuclein	protein-coding	Intergenic	Lx2|LINE|L1	-10527	NR_015572	66263.0	Mm.392261	NR_015572	ENSMUSG00000097412	1810014B01Rik	-	RIKEN cDNA 1810014B01 gene	pseudo	-9.0	-2.0
1442	chr10	87000000	87050000	chr10	88300000	88350000		Intergenic	Intergenic	-17058	NM_138673	192188.0	Mm.279611	NM_138673	ENSMUSG00000035459	Stab2	FEEL-2|FELL|MFEEL-2|STAB-2	stabilin 2	protein-coding	intron (NM_027878, intron 6 of 6)	intron (NM_027878, intron 6 of 6)	32075	NM_027878	71712.0	Mm.35450	NM_027878	ENSMUSG00000020057	Dram1	1200002N14Rik|Dram	DNA-damage regulated autophagy modulator 1	protein-coding	-3.0	6.0
1443	chr10	87550000	87600000	chr10	88300000	88350000		intron (NM_008777, intron 8 of 12)	RMER6A|LTR|ERVK	53205	NM_008777	18478.0	Mm.263539	NM_008777	ENSMUSG00000020051	Pah	AW106920	phenylalanine hydroxylase	protein-coding	intron (NM_027878, intron 6 of 6)	intron (NM_027878, intron 6 of 6)	32075	NM_027878	71712.0	Mm.35450	NM_027878	ENSMUSG00000020057	Dram1	1200002N14Rik|Dram	DNA-damage regulated autophagy modulator 1	protein-coding	11.0	6.0
1444	chr10	89450000	89500000	chr10	89600000	89650000		intron (NM_009108, intron 6 of 8)	(CA)n|Simple_repeat|Simple_repeat	-31033	NM_001079876	237436.0	Mm.11982	NM_001033331	ENSMUSG00000074802	Gas2l3	8430435B07Rik|Gm240	growth arrest-specific 2 like 3	protein-coding	Intergenic	Intergenic	-3751	NM_182959	216227.0	Mm.233921	NM_182959	ENSMUSG00000019935	Slc17a8	BC042593|Vglut3	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8	protein-coding	-6.0	-1.0
1445	chr10	91050000	91100000	chr10	91100000	91150000		intron (NM_001042558, intron 4 of 26)	B4A|SINE|B4	7743	NM_001042558	11783.0	Mm.220289	NM_009684	ENSMUSG00000019979	Apaf1	6230400I06Rik|Apaf-1|Apaf1l|fog|mKIAA0413	apoptotic peptidase activating factor 1	protein-coding	Intergenic	MER45A|DNA|hAT-Tip100	-1033	NM_133668	18674.0	Mm.298	NM_133668	ENSMUSG00000061904	Slc25a3	5730556H19Rik|PTP|Phc	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3	protein-coding	2.0	-0.0
1446	chr10	91250000	91300000	chr10	93000000	93050000		Intergenic	RLTR20B4_MM|LTR|ERVK	-54381	NR_151510	102633753.0	Mm.416936	NR_151510		4930534H03Rik	-	RIKEN cDNA 4930534H03 gene	ncRNA	intron (NM_001347060, intron 19 of 67)	intron (NM_001347060, intron 19 of 67)	56622	NM_001347060	380654.0	Mm.34980	NM_001347060	ENSMUSG00000020014	Cfap54	4930485B16Rik|Gm872	cilia and flagella associated protein 54	protein-coding	-11.0	11.0
1447	chr10	93000000	93050000	chr10	94100000	94150000		intron (NM_001347060, intron 19 of 67)	intron (NM_001347060, intron 19 of 67)	56622	NM_001347060	380654.0	Mm.34980	NM_001347060	ENSMUSG00000020014	Cfap54	4930485B16Rik|Gm872	cilia and flagella associated protein 54	protein-coding	intron (NM_053072, intron 12 of 20)	intron (NM_053072, intron 12 of 20)	-22931	NM_011629	22025.0	Mm.107483	NM_011629	ENSMUSG00000005897	Nr2c1	4831444H07Rik|80.3|Eenr|TR2|Tr2-11	nuclear receptor subfamily 2, group C, member 1	protein-coding	11.0	-5.0
1448	chr10	93800000	93850000	chr10	94100000	94150000		Intergenic	Intergenic	-6555	NM_001206851	327799.0	Mm.491598	NM_183199	ENSMUSG00000020020	Usp44	E430004F17Rik	ubiquitin specific peptidase 44	protein-coding	intron (NM_053072, intron 12 of 20)	intron (NM_053072, intron 12 of 20)	-22931	NM_011629	22025.0	Mm.107483	NM_011629	ENSMUSG00000005897	Nr2c1	4831444H07Rik|80.3|Eenr|TR2|Tr2-11	nuclear receptor subfamily 2, group C, member 1	protein-coding	-1.0	-5.0
